,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,HIGH_PROBA_CLOUDS_PERCENTAGE,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,NODATA_PIXEL_PERCENTAGE,NOT_VEGETATED_PERCENTAGE,SNOW_ICE_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,VEGETATION_PERCENTAGE,WATER_PERCENTAGE,Systemindex
44,88.24898,88.24898,0.44438,0.340342,163.161470071,53.6419023926,87.908638,93.535745,3.042652,0.034902,0.0,0.001437,2.564038,20181216T044201_20181216T044230_T46RCS
45,52.104812,52.104812,0.163323,0.094067,163.270139798,54.523980517,52.010745,70.499247,35.031784,0.016724,0.0,0.018366,2.113578,20181216T044201_20181216T044230_T46RCT
46,61.428963,61.428963,0.52971,0.405287,163.371777843,55.4068251688,61.023676,46.519077,26.334998,1.24647,0.0,0.028134,0.625744,20181216T044201_20181216T044230_T46RCU
47,85.244635,85.244635,0.114338,2.44843,163.46657992,56.289868,82.796204,22.432181,1.560031,4.66115,0.0,0.000385,6.02101,20181216T044201_20181216T044230_T46RCV
48,35.794236,35.794236,2.539203,9.958256,159.348584795,54.6672511027,16.602194,41.104513,1.225447,1.442756,9.233785,44.095773,0.201564,20181217T041141_20181217T041902_T46RGS
49,83.105337,83.105337,0.762352,22.835742,159.52846416,55.5231071962,60.176849,59.518874,0.380525,8.385883,0.092746,1.437327,0.026121,20181217T041141_20181217T041902_T46RGT
50,54.743005,54.743005,1.63294,9.414939,159.701118911,56.3797996813,45.328066,77.545959,11.622745,15.088576,0.0,1.337299,0.251401,20181217T041141_20181217T041902_T46RGU
51,28.6197,28.6197,3.451717,1.592435,159.866718698,57.2367802928,27.027264,94.58769,29.157621,19.035172,0.0,1.029379,0.258448,20181217T041141_20181217T041902_T46RGV
52,93.199066,93.199066,0.667642,27.162609,160.157884986,53.5267736514,63.577986,0.0,0.037764,1.401442,2.458472,1.851202,0.002674,20181217T041141_20181217T041902_T47RKL
53,58.844959,58.844959,2.581727,30.414808,160.29241083,54.4000019972,26.174548,1.3e-05,1.615645,8.139994,2.255603,13.330171,0.073566,20181217T041141_20181217T041902_T47RKM
54,78.056598,78.056598,0.509278,36.489367,160.418134416,55.2732159955,41.54731,0.0,1.284744,13.665681,0.01992,0.246034,0.085302,20181217T041141_20181217T041902_T47RKN
55,55.469347,55.469347,1.521041,12.074409,160.535554767,56.1473977289,43.394938,7.490187,14.529306,11.786404,0.0,0.548849,0.264954,20181217T041141_20181217T041902_T47RKP
56,41.081671,41.081671,4.730815,2.072982,160.64475791,57.0220042831,39.008689,29.52981,19.095376,17.239289,0.0,1.344256,0.228759,20181217T041141_20181217T041902_T47RKQ
57,71.71569,71.71569,1.855727,25.533527,161.244999298,53.247327007,41.34832,0.0,0.376498,3.022014,4.833842,9.402925,0.011672,20181217T041141_20181217T041902_T47RLL
58,29.603126,29.603126,4.27319,10.227566,161.3783807,54.1230287002,19.20926,5.6e-05,9.870795,23.613787,0.1663,8.177067,0.258115,20181217T041141_20181217T041902_T47RLM
59,46.516216,46.516216,1.264784,15.850693,161.503635123,54.9985966306,30.665523,5e-05,14.911488,14.957769,0.0,1.571787,0.153633,20181217T041141_20181217T041902_T47RLN
60,49.705418,49.705418,1.423773,10.916551,161.621250171,55.8750249306,38.788867,0.000133,23.558311,4.569194,0.0,0.201396,0.086738,20181217T041141_20181217T041902_T47RLP
61,39.941449,39.941449,5.071905,1.629666,161.731300301,56.7517758673,38.311782,0.000401,22.227693,12.949623,0.0,1.710724,0.14852,20181217T041141_20181217T041902_T47RLQ
62,13.88622,13.88622,4.231057,3.923918,162.472576074,53.8548800247,9.962302,46.733278,16.214238,16.111782,0.0,19.886254,0.467827,20181217T041141_20181217T041902_T47RMM
63,24.738859,24.738859,1.258733,3.087439,162.597064292,54.7325255364,21.65142,23.955567,33.502674,3.131462,0.0,15.642987,0.3469,20181217T041141_20181217T041902_T47RMN
64,40.993254,40.993254,1.62485,3.710137,162.714580113,55.6109327586,37.283117,3.706998,32.753596,1.185605,0.0,8.068096,0.073256,20181217T041141_20181217T041902_T47RMP
65,35.691759,35.691759,5.789351,0.874329,162.825226395,56.4895584864,34.81743,0.000587,22.114004,6.374077,0.0,9.740758,0.210578,20181217T041141_20181217T041902_T47RMQ
66,32.691231,32.691231,5.993374,1.876893,163.816226465,55.355015689,30.814338,91.854841,12.019335,4.981749,0.0,17.61201,0.503267,20181217T041141_20181217T041902_T47RNP
67,49.659681,49.659681,4.510742,1.477917,160.745980651,57.8964523197,48.181763,52.134913,16.138753,11.836737,0.0,2.508425,0.110386,20181217T041141_20181217T041902_T47SKR
68,60.938386,60.938386,3.764619,1.704207,161.834053866,57.6282625008,59.234178,0.000355,7.279421,12.685163,0.0,1.701812,0.174469,20181217T041141_20181217T041902_T47SLR
69,73.778401,73.778401,1.739012,2.960573,161.929748094,58.5055277857,70.817828,32.23415,4.442176,3.988877,0.0,0.555024,0.263852,20181217T041141_20181217T041902_T47SLS
70,56.877863,56.877863,4.033004,1.526815,162.929264082,57.3678222692,55.351049,0.000531,10.220296,10.400718,0.0,1.783756,0.318627,20181217T041141_20181217T041902_T47SMR
71,81.026272,81.026272,0.809505,2.031211,163.026933918,58.246771817,78.995061,53.759581,3.382113,7.121249,0.0,0.112328,0.160595,20181217T041141_20181217T041902_T47SMS
72,99.701212,99.701212,0.0,14.253061,159.029807,53.8878087558,85.448152,25.505856,0.0,0.062875,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RBR
73,99.058237,99.058237,0.0,0.022324,159.17414435,54.756271853,99.035913,48.011717,0.000983,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RBS
74,99.911216,99.911216,0.0,2.141938,159.309360083,55.6247893418,97.769278,70.022714,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RBT
75,99.935123,99.935123,0.0,0.064555,159.435826661,56.4943760928,99.870569,91.750962,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RBU
76,93.073504,93.073504,0.0,57.847786,159.95272991,52.7210965105,34.961551,0.0,0.00719,6.727827,0.264166,0.0,0.058066,20181218T043159_20181218T043722_T46RCQ
77,99.033456,99.033456,0.0,21.800588,160.105170262,53.5916392421,77.231425,0.0,0.0,0.625562,0.001443,0.0,0.0,20181218T043159_20181218T043722_T46RCR
78,99.610657,99.610657,0.0,0.075478,160.248849884,54.4627014641,99.535179,0.0,5.3e-05,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RCS
79,99.886791,99.886791,0.0,0.141154,160.384051482,55.3336969944,99.745637,0.0,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RCT
80,99.954099,99.954099,0.0,0.049037,160.511135661,56.2056510298,99.905062,3.550904,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RCU
81,99.982975,99.982975,0.0,5.2e-05,160.630331343,57.0779841386,99.982923,22.982056,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RCV
82,97.327791,97.327791,0.0,24.306981,161.038626735,52.4313691868,72.713858,5.420277,0.005371,2.597692,0.306952,0.0,0.023479,20181218T043159_20181218T043722_T46RDQ
83,98.380851,98.380851,0.0,41.389674,161.189427064,53.3043568779,56.923383,0.0,3e-06,1.384309,0.067793,0.0,4.6e-05,20181218T043159_20181218T043722_T46RDR
84,99.378326,99.378326,0.0,0.000116,161.332119952,54.1777466164,99.37821,0.0,1.7e-05,0.268018,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RDS
85,99.875086,99.875086,0.0,0.01499,161.46698972,55.0509562685,99.860096,0.0,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RDT
86,99.950051,99.950051,0.0,0.0,161.5944075,55.9250138406,99.950051,0.0,3e-06,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RDU
87,99.832792,99.832792,0.0,0.571603,162.134494083,52.1507059574,99.251294,94.031286,0.0,0.064926,0.009895,0.0,0.036354,20181218T043159_20181218T043722_T46REQ
88,92.99577,92.99577,0.0,28.117055,162.283308818,53.0258539015,64.801437,73.290998,0.000137,6.942082,0.077278,0.0,0.0,20181218T043159_20181218T043722_T46RER
89,85.542682,85.542682,0.0,0.718356,162.42468657,53.9012931405,84.791404,51.385397,3.4e-05,14.201839,0.032923,0.0,0.0,20181218T043159_20181218T043722_T46RES
90,98.36327,98.36327,0.0,0.301941,162.558894412,54.7764494762,98.061329,29.492104,0.0,1.591636,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RET
91,99.924703,99.924703,0.0,0.002094,162.686356426,55.6523422446,99.922609,7.932638,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46REU
92,99.968797,99.968797,0.0,0.0,162.80727636,56.5284071548,99.968797,0.0,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46REV
93,99.71282,99.71282,0.0,0.015468,163.785707432,55.388018461,99.697351,96.246356,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RFU
94,99.927078,99.927078,0.0,0.007198,163.907064198,56.2655484705,99.919879,76.722836,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46RFV
95,99.999933,99.999933,0.0,0.000398,164.022738315,57.142603456,99.999535,54.952252,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46SFA
96,99.999534,99.999534,0.0,0.001203,164.133127275,58.0202035262,99.998331,33.264053,0.0,0.0,0.0,0.0,0.0,20181218T043159_20181218T043722_T46SFB
97,66.2081,66.2081,0.0,46.054444,158.507718769,54.9987544024,20.153657,94.546562,0.0,32.182088,0.0,0.0,0.002434,20181219T040149_20181219T040154_T47RLM
98,70.696098,70.696098,0.728577,43.734962,159.573785176,54.6880626636,26.961136,5.657622,0.168374,22.14857,0.0,0.477698,0.30612,20181219T040149_20181219T040154_T47RMM
99,96.442604,96.442604,0.0,40.013671,159.723826833,55.5537930423,56.428933,25.52025,0.000218,1.951723,0.0,6.2e-05,0.000227,20181219T040149_20181219T040154_T47RMN
100,98.725309,98.725309,0.0,7.705446,159.865831328,56.4204840237,91.019863,46.296963,0.0,0.878177,0.0,0.0,0.0,20181219T040149_20181219T040154_T47RMP
101,99.034,99.034,0.0,0.77188,160.00001071,57.2875639187,98.262119,66.903722,0.0,0.955675,0.0,0.0,0.00014,20181219T040149_20181219T040154_T47RMQ
102,79.078063,79.078063,0.759314,19.814119,160.7997402,55.2533986031,59.263945,0.0,0.906785,13.536468,0.0,1.761992,0.065308,20181219T040149_20181219T040154_T47RNN
103,98.370124,98.370124,0.0,9.306635,160.942449467,56.1221196123,89.063489,0.0,0.000352,1.324133,0.0,0.0,0.0,20181219T040149_20181219T040154_T47RNP
104,79.72891,79.72891,0.349995,0.816384,160.507836287,54.429471366,78.912526,0.000763,0.170671,1.936996,0.0,0.625749,0.220824,20181221T044209_20181221T044653_T45RYM
105,82.159204,82.159204,0.034121,7.403261,160.677586995,55.2908090219,74.755943,0.000285,0.058391,5.637353,0.0,1.7e-05,0.110103,20181221T044209_20181221T044653_T45RYN
106,93.713955,93.713955,0.10782,8.901534,160.840444825,56.1529263413,84.812421,0.000163,0.051062,0.799186,0.0,0.0,0.050849,20181221T044209_20181221T044653_T45RYP
107,23.71692,23.71692,5.657385,2.216689,161.336150305,53.2994895277,21.491294,27.160758,3.075492,3.319049,0.008937,44.053355,0.249501,20181221T044209_20181221T044653_T46RBR
108,78.503219,78.503219,0.132737,0.908391,161.459198919,54.1773368542,77.594829,5.171453,0.107122,4.249869,0.0,0.155815,2.988553,20181221T044209_20181221T044653_T46RBS
109,72.611272,72.611272,0.30191,3.136932,161.574006975,55.0550522868,69.474339,0.025126,1.447111,11.101362,0.0,9.6e-05,4.848203,20181221T044209_20181221T044653_T46RBT
110,84.74527,84.74527,0.370645,10.324138,161.680878078,55.9336744235,74.421132,0.002425,0.636022,1.96809,0.0,1e-05,6.64289,20181221T044209_20181221T044653_T46RBU
111,82.234243,82.234243,0.111313,16.524544,161.780024652,56.8126261118,65.709698,0.002973,0.064667,0.436959,0.0,0.00136,16.484301,20181221T044209_20181221T044653_T46RBV
112,83.667233,83.667233,0.023539,0.145772,162.553130641,53.9178357462,83.521461,93.276554,0.005774,4.160173,0.0,9.9e-05,1.093388,20181221T044209_20181221T044653_T46RCS
113,53.082173,53.082173,0.50237,2.073889,162.667050155,54.797763483,51.008284,70.164096,1.844789,31.384078,0.0,0.000289,2.180177,20181221T044209_20181221T044653_T46RCT
114,74.697595,74.697595,0.681738,5.710428,162.773726639,55.6784926996,68.987167,46.08776,1.585167,14.086112,0.0,7.4e-05,0.580545,20181221T044209_20181221T044653_T46RCU
115,91.093601,91.093601,0.149096,11.728294,162.87335408,56.5594546491,79.365307,22.04513,0.082104,2.240931,0.0,0.000604,4.246794,20181221T044209_20181221T044653_T46RCV
116,76.46414,76.46414,2.833672,2.332615,161.242756284,57.8730746239,74.131525,44.818917,1.878072,5.445598,0.0,0.509643,0.155944,20181222T041149_20181222T041151_T47SLR
117,82.978935,82.978935,1.574739,2.667547,161.342754192,58.7480370867,80.311388,0.000166,1.188452,2.720755,0.0,0.209598,0.219555,20181222T041149_20181222T041151_T47SLS
118,70.069424,70.069424,4.197655,2.711086,162.331200829,57.6038607018,67.358339,22.108635,3.260047,6.661707,0.0,0.811657,0.274346,20181222T041149_20181222T041151_T47SMR
119,91.134671,91.134671,0.625264,2.228603,162.433394733,58.4805654812,88.906068,3.3e-05,0.379879,3.026391,0.0,0.026798,0.070587,20181222T041149_20181222T041151_T47SMS
120,14.874883,14.874883,3.046125,0.425163,158.38352489,54.1351564236,14.44972,25.858703,2.887132,3.951977,0.0,58.918124,0.17347,20181223T043201_20181223T043736_T46RBR
121,76.72006,76.72006,0.335705,1.5113,158.533160296,55.0007096009,75.208759,48.430476,0.139065,6.461456,0.0,0.626915,1.99049,20181223T043201_20181223T043736_T46RBS
122,45.818234,45.818234,0.517413,3.050957,158.673412453,55.8663871833,42.767277,70.412093,6.720854,26.875153,0.0,0.000516,11.755569,20181223T043201_20181223T043736_T46RBT
123,65.774897,65.774897,1.479234,10.449317,158.804783132,56.7331622983,55.32558,92.080164,9.986109,12.179866,0.0,0.001089,0.031964,20181223T043201_20181223T043736_T46RBU
124,0.443758,0.443758,0.759703,0.287746,159.292793548,52.9618490329,0.156012,4.6e-05,26.39876,0.002923,0.0,60.161233,2.874498,20181223T043201_20181223T043736_T46RCQ
125,14.019616,14.019616,3.20239,0.434412,159.451007772,53.8295091422,13.585204,0.000883,3.588434,5.774707,0.0,55.324316,0.267981,20181223T043201_20181223T043736_T46RCR
126,78.632454,78.632454,0.539779,1.03049,159.600277114,54.6977295449,77.601963,0.000587,0.204579,5.812122,0.0,1.300866,0.291351,20181223T043201_20181223T043736_T46RCS
127,54.022094,54.022094,0.999489,2.699807,159.740790341,55.5659501654,51.322287,0.007933,3.399376,30.275199,0.0,0.000365,1.351417,20181223T043201_20181223T043736_T46RCT
128,60.053281,60.053281,1.082302,6.367843,159.873046446,56.4351544551,53.685439,3.782267,4.735094,22.954661,0.0,0.007648,0.584356,20181223T043201_20181223T043736_T46RCU
129,93.723665,93.723665,0.051248,15.602444,159.997152436,57.3047969973,78.121221,23.307361,0.096313,3.06766,0.0,1.7e-05,0.49502,20181223T043201_20181223T043736_T46RCV
130,0.440591,0.440591,0.488316,0.259702,160.370673025,52.6624226495,0.180696,5.301044,29.053473,0.0,0.000193,58.344817,3.704686,20181223T043201_20181223T043736_T46RDQ
131,19.572163,19.572163,2.840937,0.7656,160.527559523,53.5326014756,18.806563,0.000246,1.815526,4.944621,0.0,56.907427,0.171354,20181223T043201_20181223T043736_T46RDR
132,68.334008,68.334008,1.460044,0.777758,160.676120433,54.4032259706,67.55625,0.000392,1.356481,9.891645,0.0,2.783804,0.219526,20181223T043201_20181223T043736_T46RDS
133,66.118375,66.118375,2.198725,2.212003,160.816584895,55.2737282263,63.906372,0.001211,4.90287,10.310764,0.0,0.240095,0.369028,20181223T043201_20181223T043736_T46RDT
134,74.61778,74.61778,0.84327,2.690441,160.949429353,56.1451059387,71.927339,0.000574,0.963217,8.965775,0.0,0.269579,0.290913,20181223T043201_20181223T043736_T46RDU
135,0.103404,0.103404,0.286644,0.016569,161.458700655,52.3719019069,0.086835,93.932498,16.342138,0.0,0.0,78.219724,1.472207,20181223T043201_20181223T043736_T46REQ
136,2.049795,2.049795,5.54984,1.463039,161.613916751,53.2443191557,0.584587,73.070204,0.987018,0.332908,0.002168,79.343283,0.069437,20181223T043201_20181223T043736_T46RER
137,30.103722,30.103722,7.100983,2.056163,161.761427353,54.1170774977,28.047559,51.190645,2.47167,8.884136,0.0,30.502194,0.335643,20181223T043201_20181223T043736_T46RES
138,51.685414,51.685414,4.464152,3.023276,161.901520102,54.9895971415,48.662138,29.29149,6.355248,6.937967,0.0,7.203447,0.567991,20181223T043201_20181223T043736_T46RET
139,46.624658,46.624658,3.013176,1.463041,162.034649861,55.8628874573,45.161617,7.817031,4.710769,9.998467,0.0,6.9662,1.364535,20181223T043201_20181223T043736_T46REU
140,68.107625,68.107625,0.96494,2.15856,162.160991187,56.7363915215,65.949064,0.000342,2.991968,12.285234,0.0,0.100498,0.371589,20181223T043201_20181223T043736_T46REV
141,35.658388,35.658388,2.583702,0.665276,163.127452475,55.588890903,34.993112,96.189308,5.750488,11.030903,0.0,10.066989,1.655659,20181223T043201_20181223T043736_T46RFU
142,52.572692,52.572692,2.932979,1.258415,163.254492544,56.463929875,51.314276,76.541817,8.504904,13.794254,0.0,0.582138,0.408963,20181223T043201_20181223T043736_T46RFV
143,71.309092,71.309092,0.841353,5.0195,163.37560309,57.3385294258,66.289592,54.832447,4.41425,13.4976,0.0,0.021581,0.202747,20181223T043201_20181223T043736_T46SFA
144,93.305933,93.305933,0.069597,13.8538,163.491196659,58.2137042385,79.452133,33.058336,0.171032,4.177271,0.0,1e-05,0.045276,20181223T043201_20181223T043736_T46SFB
145,13.670892,13.670892,2.530174,0.625048,157.854132186,55.2135077963,13.045844,94.776791,4.974277,33.19037,0.0,18.294851,0.888534,20181224T040151_20181224T040854_T47RLM
146,18.613188,18.613188,4.713338,0.675192,158.913161347,54.893290807,17.937995,5.922535,8.919338,15.707196,0.0,22.458002,0.813418,20181224T040151_20181224T040854_T47RMM
147,17.625362,17.625362,5.722352,1.195956,159.06866033,55.7559930852,16.429406,25.80111,17.564039,17.720436,0.0,18.044512,0.455847,20181224T040151_20181224T040854_T47RMN
148,20.159113,20.159113,5.061071,3.249143,159.215960972,56.6196877536,16.90997,46.616188,18.984602,21.438329,0.0,16.668166,0.337988,20181224T040151_20181224T040854_T47RMP
149,12.45715,12.45715,10.994592,1.246578,159.355179197,57.4838309769,11.210572,67.193365,14.181845,22.758323,0.0,15.465872,0.351569,20181224T040151_20181224T040854_T47RMQ
150,19.732543,19.732543,4.792322,1.606059,160.137960371,55.446003462,18.126483,0.000385,16.461299,13.265972,0.0,26.579678,0.18992,20181224T040151_20181224T040854_T47RNN
151,32.197949,32.197949,4.497227,3.953638,160.286225047,56.3117963686,28.244311,0.000637,9.414498,29.726714,0.0,7.782283,0.403236,20181224T040151_20181224T040854_T47RNP
