,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,Systemindex
38,95.0433,95.0433,157.690527319,56.4047258793,20200104T042151_20200104T042303_T46REU
39,90.0181,90.0181,157.856003953,57.2583959568,20200104T042151_20200104T042303_T46REV
40,92.289,92.289,158.207787229,53.5029667373,20200104T042151_20200104T042303_T46RFR
41,75.468,75.468,158.399628205,54.357302284,20200104T042151_20200104T042303_T46RFS
42,75.3577,75.3577,158.582884576,55.2116507975,20200104T042151_20200104T042303_T46RFT
43,94.5418,94.5418,158.758162852,56.0669717218,20200104T042151_20200104T042303_T46RFU
44,78.2881,78.2881,158.925681614,56.9227002439,20200104T042151_20200104T042303_T46RFV
45,99.6969,99.6969,159.281786283,53.167148979,20200104T042151_20200104T042303_T46RGR
46,94.9987,94.9987,159.473469921,54.0236552744,20200104T042151_20200104T042303_T46RGS
47,92.0078,92.0078,159.657170336,54.8800542121,20200104T042151_20200104T042303_T46RGT
48,95.8655,95.8655,159.833541096,55.7373007983,20200104T042151_20200104T042303_T46RGU
49,74.2817,74.2817,160.00276573,56.5948443807,20200104T042151_20200104T042303_T46RGV
50,91.3649,91.3649,159.08564378,57.77827801,20200104T042151_20200104T042303_T46SFA
51,83.3741,83.3741,159.238556925,58.6346787366,20200104T042151_20200104T042303_T46SFB
52,80.4129,80.4129,160.165093714,57.452117792,20200104T042151_20200104T042303_T46SGA
53,93.8613,93.8613,160.429113238,53.7583953029,20200104T042151_20200104T042303_T47RKM
54,98.1323,98.1323,160.557703763,54.6320842579,20200104T042151_20200104T042303_T47RKN
55,93.0247,93.0247,160.677920787,55.5067394327,20200104T042151_20200104T042303_T47RKP
56,74.6598,74.6598,160.789844157,56.3818208958,20200104T042151_20200104T042303_T47RKQ
57,47.4999,47.4999,161.88903809,56.1141809275,20200104T042151_20200104T042303_T47RLQ
58,61.5571,61.5571,160.893709223,57.2567477398,20200104T042151_20200104T042303_T47SKR
59,79.6239,79.6239,161.994137087,56.9911882866,20200104T042151_20200104T042303_T47SLR
60,60.105,60.105,155.886514535,53.3522549232,20200104T042151_20200104T043048_T46RDQ
61,55.1565,55.1565,156.087527244,54.2006430631,20200104T042151_20200104T043048_T46RDR
62,85.879,85.879,156.941580642,52.996428505,20200104T042151_20200104T043048_T46REQ
63,66.4639,66.4639,157.142642791,53.8476194188,20200104T042151_20200104T043048_T46RER
64,93.5469,93.5469,158.287628058,54.2622207393,20200105T044159_20200105T044605_T45RYM
65,94.9245,94.9245,158.48192642,55.1126395285,20200105T044159_20200105T044605_T45RYN
66,99.5419,99.5419,158.668473852,55.9639976943,20200105T044159_20200105T044605_T45RYP
67,42.6305,42.6305,159.085693427,53.1130647354,20200105T044159_20200105T044605_T46RBR
68,90.6928,90.6928,159.235076458,53.981684411,20200105T044159_20200105T044605_T46RBS
69,90.1255,90.1255,159.375124788,54.8503823945,20200105T044159_20200105T044605_T46RBT
70,97.5246,97.5246,159.506298149,55.7201533085,20200105T044159_20200105T044605_T46RBU
71,99.3401,99.3401,159.62875188,56.5904365674,20200105T044159_20200105T044605_T46RBV
72,91.8656,91.8656,160.325977353,53.6894782762,20200105T044159_20200105T044605_T46RCS
73,93.0508,93.0508,160.465647553,54.5607266246,20200105T044159_20200105T044605_T46RCT
74,97.5305,97.5305,160.597083324,55.4329372079,20200105T044159_20200105T044605_T46RCU
75,99.9777,99.9777,160.720466331,56.3055458576,20200105T044159_20200105T044605_T46RCV
76,7.764,7.764,156.502475047,54.7161508282,20200106T041139_20200106T041727_T46RGS
77,56.6632,56.6632,156.7112708,55.5569261817,20200106T041139_20200106T041727_T46RGT
78,92.9055,92.9055,156.911792558,56.3987685141,20200106T041139_20200106T041727_T46RGU
79,92.4649,92.4649,157.104263002,57.2411151204,20200106T041139_20200106T041727_T46RGV
80,24.3699,24.3699,157.269555744,53.5525403499,20200106T041139_20200106T041727_T47RKL
81,36.0175,36.0175,157.435570852,54.412798526,20200106T041139_20200106T041727_T47RKM
82,78.9122,78.9122,157.59155374,55.2733151191,20200106T041139_20200106T041727_T47RKN
83,93.6765,93.6765,157.73807192,56.1350423209,20200106T041139_20200106T041727_T47RKP
84,87.0248,87.0248,157.875281133,56.9974195412,20200106T041139_20200106T041727_T47RKQ
85,46.2708,46.2708,158.345259317,53.2309760677,20200106T041139_20200106T041727_T47RLL
86,80.4858,80.4858,158.510978232,54.0941224095,20200106T041139_20200106T041727_T47RLM
87,86.929,86.929,158.667299589,54.957389698,20200106T041139_20200106T041727_T47RLN
88,86.8897,86.8897,158.814773611,55.8217466744,20200106T041139_20200106T041727_T47RLP
89,88.1916,88.1916,158.953555185,56.6866371474,20200106T041139_20200106T041727_T47RLQ
90,95.7163,95.7163,159.595715864,53.7839795697,20200106T041139_20200106T041727_T47RMM
91,92.2776,92.2776,159.752037216,54.6497409495,20200106T041139_20200106T041727_T47RMN
92,96.1435,96.1435,159.900140246,55.5164775602,20200106T041139_20200106T041727_T47RMP
93,98.7214,98.7214,160.04020395,56.3836298145,20200106T041139_20200106T041727_T47RMQ
94,99.6679,99.6679,160.994886808,55.2191073281,20200106T041139_20200106T041727_T47RNP
95,83.909,83.909,158.003384629,57.8598722838,20200106T041139_20200106T041727_T47SKR
96,91.4597,91.4597,159.083861902,57.5514870568,20200106T041139_20200106T041727_T47SLR
97,94.2813,94.2813,159.206055178,58.4173020208,20200106T041139_20200106T041727_T47SLS
98,94.6475,94.6475,160.172438699,57.2506302284,20200106T041139_20200106T041727_T47SMR
99,99.8372,99.8372,160.297223984,58.1184879542,20200106T041139_20200106T041727_T47SMS
100,63.4843,63.4843,156.080194877,53.8152798937,20200107T043141_20200107T043542_T46RBR
101,84.426,84.426,156.256823094,54.6696217273,20200107T043141_20200107T043542_T46RBS
102,76.2026,76.2026,156.423118919,55.5243015765,20200107T043141_20200107T043542_T46RBT
103,88.0832,88.0832,156.579481208,56.3803229569,20200107T043141_20200107T043542_T46RBU
104,29.7195,29.7195,156.958705511,52.619860803,20200107T043141_20200107T043542_T46RCQ
105,70.0358,70.0358,157.145651501,53.4763981444,20200107T043141_20200107T043542_T46RCR
106,77.504,77.504,157.322494361,54.3337518164,20200107T043141_20200107T043542_T46RCS
107,86.8489,86.8489,157.48959395,55.1913097707,20200107T043141_20200107T043542_T46RCT
108,95.3452,95.3452,157.647345578,56.0500852601,20200107T043141_20200107T043542_T46RCU
109,99.9979,99.9979,157.7960498,56.9094753349,20200107T043141_20200107T043542_T46RCV
110,44.2386,44.2386,158.034968929,52.2866742993,20200107T043141_20200107T043542_T46RDQ
111,70.3138,70.3138,158.221147469,53.1461093981,20200107T043141_20200107T043542_T46RDR
112,72.1361,72.1361,158.397840855,54.006222554,20200107T043141_20200107T043542_T46RDS
113,88.6221,88.6221,158.565384596,54.8664157447,20200107T043141_20200107T043542_T46RDT
114,96.0098,96.0098,158.724209618,55.7276985759,20200107T043141_20200107T043542_T46RDU
115,58.0095,58.0095,159.122441887,51.9622124608,20200107T043141_20200107T043542_T46REQ
116,19.3167,19.3167,159.307458931,52.8242822838,20200107T043141_20200107T043542_T46RER
117,38.8977,38.8977,159.483633939,53.6868965381,20200107T043141_20200107T043542_T46RES
118,69.1161,69.1161,159.651248485,54.5494779622,20200107T043141_20200107T043542_T46RET
119,71.0253,71.0253,159.810822058,55.4130169899,20200107T043141_20200107T043542_T46REU
120,84.8347,84.8347,159.962595132,56.2769406428,20200107T043141_20200107T043542_T46REV
121,56.9403,56.9403,160.905954599,55.1064757587,20200107T043141_20200107T043542_T46RFU
122,64.2393,64.2393,161.058773743,55.972291317,20200107T043141_20200107T043542_T46RFV
123,89.1198,89.1198,161.204663496,56.8378200687,20200107T043141_20200107T043542_T46SFA
124,98.8125,98.8125,161.344103885,57.7040562948,20200107T043141_20200107T043542_T46SFB
125,98.6371,98.6371,155.541636668,54.7959814848,20200108T040131_20200108T040823_T47RLM
126,94.8763,94.8763,156.60039402,54.442624465,20200108T040131_20200108T040823_T47RMM
127,94.7936,94.7936,156.783334518,55.2938007869,20200108T040131_20200108T040823_T47RMN
128,60.8998,60.8998,156.95699917,56.1462068251,20200108T040131_20200108T040823_T47RMP
129,63.9371,63.9371,157.121648154,56.999255836,20200108T040131_20200108T040823_T47RMQ
130,89.387,89.387,157.853846454,54.9508676298,20200108T040131_20200108T040823_T47RNN
131,84.6192,84.6192,158.028950001,55.8057191155,20200108T040131_20200108T040823_T47RNP
132,96.8449,96.8449,155.007776254,53.0083947075,20200109T042139_20200109T042558_T46RDQ
133,84.5412,84.5412,155.221268691,53.8519047326,20200109T042139_20200109T042558_T46RDR
134,93.6496,93.6496,155.424285303,54.6963775561,20200109T042139_20200109T042558_T46RDS
135,98.3624,98.3624,156.066413016,52.640159958,20200109T042139_20200109T042558_T46REQ
136,91.5883,91.5883,156.280122846,53.486628703,20200109T042139_20200109T042558_T46RER
137,96.121,96.121,156.483911758,54.3339218426,20200109T042139_20200109T042558_T46RES
138,95.3314,95.3314,156.678097148,55.1814470507,20200109T042139_20200109T042558_T46RET
139,96.5998,96.5998,156.863264001,56.0301608188,20200109T042139_20200109T042558_T46REU
140,87.2362,87.2362,157.039635729,56.8794931687,20200109T042139_20200109T042558_T46REV
141,99.8533,99.8533,157.349442106,53.129725443,20200109T042139_20200109T042558_T46RFR
142,99.6218,99.6218,157.553607838,53.9795976698,20200109T042139_20200109T042558_T46RFS
143,98.0631,98.0631,157.74873734,54.82957547,20200109T042139_20200109T042558_T46RFT
144,98.7792,98.7792,157.935454326,55.6806128123,20200109T042139_20200109T042558_T46RFU
145,72.2398,72.2398,158.113980603,56.5321453049,20200109T042139_20200109T042558_T46RFV
146,99.2718,99.2718,158.428061943,52.7816766931,20200109T042139_20200109T042558_T46RGR
147,99.4719,99.4719,158.632185309,53.633881832,20200109T042139_20200109T042558_T46RGS
148,99.8866,99.8866,158.827874588,54.4860644148,20200109T042139_20200109T042558_T46RGT
149,95.7123,95.7123,159.0157781,55.339180588,20200109T042139_20200109T042558_T46RGU
150,68.2882,68.2882,159.196108966,56.1926729485,20200109T042139_20200109T042558_T46RGV
151,91.2255,91.2255,158.284541603,57.3836090963,20200109T042139_20200109T042558_T46SFA
152,99.1462,99.1462,158.447670691,58.2359696695,20200109T042139_20200109T042558_T46SFB
153,77.0152,77.0152,159.369117641,57.0459751779,20200109T042139_20200109T042558_T46SGA
154,99.922,99.922,159.592654011,53.3579342343,20200109T042139_20200109T042558_T47RKM
155,99.9958,99.9958,159.733027021,54.2281506855,20200109T042139_20200109T042558_T47RKN
156,89.563,89.563,159.864537193,55.0994193673,20200109T042139_20200109T042558_T47RKP
157,68.3111,68.3111,159.987319037,55.9711874611,20200109T042139_20200109T042558_T47RKQ
158,73.9878,73.9878,161.092829072,55.6917975016,20200109T042139_20200109T042558_T47RLQ
159,55.6221,55.6221,160.101588113,56.8428803042,20200109T042139_20200109T042558_T47SKR
160,48.3903,48.3903,161.208355798,56.5657153406,20200109T042139_20200109T042558_T47SLR
161,94.1604,94.1604,157.430413052,53.8485116579,20200110T044141_20200110T044436_T45RYM
162,96.7753,96.7753,157.637069869,54.69437918,20200110T044141_20200110T044436_T45RYN
163,87.5041,87.5041,157.835515163,55.5412803032,20200110T044141_20200110T044436_T45RYP
164,38.0811,38.0811,158.22087056,52.692425654,20200110T044141_20200110T044436_T46RBR
165,91.2693,91.2693,158.382886638,53.5571577445,20200110T044141_20200110T044436_T46RBS
166,92.6892,92.6892,158.535090812,54.422056138,20200110T044141_20200110T044436_T46RBT
167,93.0659,93.0659,158.677917239,55.288124305,20200110T044141_20200110T044436_T46RBU
168,82.2992,82.2992,158.811607413,56.1547779154,20200110T044141_20200110T044436_T46RBV
169,93.8559,93.8559,159.480223587,53.2525850749,20200110T044141_20200110T044436_T46RCS
170,96.5199,96.5199,159.632113015,54.1201949294,20200110T044141_20200110T044436_T46RCT
171,95.2858,95.2858,159.775247262,54.988861129,20200110T044141_20200110T044436_T46RCU
172,94.4057,94.4057,159.909926058,55.8579881033,20200110T044141_20200110T044436_T46RCV
173,4.4534,4.4534,155.629067245,54.2863169192,20200111T041131_20200111T041849_T46RGS
174,58.4913,58.4913,155.850526093,55.1220604386,20200111T041131_20200111T041849_T46RGT
175,85.324,85.324,156.063287544,55.9589648457,20200111T041131_20200111T041849_T46RGU
176,87.9231,87.9231,156.267537058,56.796481769,20200111T041131_20200111T041849_T46RGV
177,3.2383,3.2383,156.388065992,53.1161937175,20200111T041131_20200111T041849_T47RKL
178,32.8113,32.8113,156.567053596,53.9720738535,20200111T041131_20200111T041849_T47RKM
179,78.106,78.106,156.735531235,54.8283125415,20200111T041131_20200111T041849_T47RKN
180,90.3976,90.3976,156.894070833,55.6858609252,20200111T041131_20200111T041849_T47RKP
181,88.9877,88.9877,157.042830406,56.5441595876,20200111T041131_20200111T041849_T47RKQ
182,7.7419,7.7419,157.469969314,52.7819913551,20200111T041131_20200111T041849_T47RLL
183,63.3664,63.3664,157.648744265,53.6409316705,20200111T041131_20200111T041849_T47RLM
184,85.4507,85.4507,157.817664469,54.5000784068,20200111T041131_20200111T041849_T47RLN
185,89.6959,89.6959,157.97722309,55.3604187573,20200111T041131_20200111T041849_T47RLP
186,90.4629,90.4629,158.127639411,56.2213787557,20200111T041131_20200111T041849_T47RLQ
187,52.5937,52.5937,158.740240631,53.3183696181,20200111T041131_20200111T041849_T47RMM
188,78.7569,78.7569,158.909239556,54.1801735842,20200111T041131_20200111T041849_T47RMN
189,92.7667,92.7667,159.069473341,55.0430581508,20200111T041131_20200111T041849_T47RMP
190,86.7637,86.7637,159.221236241,55.9064321232,20200111T041131_20200111T041849_T47RMQ
191,77.3726,77.3726,160.171556072,54.7336466771,20200111T041131_20200111T041849_T47RNP
192,83.8877,83.8877,157.182047548,57.4026240419,20200111T041131_20200111T041849_T47SKR
193,81.7365,81.7365,158.26911401,57.0823906966,20200111T041131_20200111T041849_T47SLR
194,90.3824,90.3824,158.40208013,57.944439654,20200111T041131_20200111T041849_T47SLS
195,83.8219,83.8219,159.364675955,56.7697475234,20200111T041131_20200111T041849_T47SMR
196,88.66,88.66,159.500292149,57.6339802687,20200111T041131_20200111T041849_T47SMS
197,26.9436,26.9436,155.186931132,53.354285311,20200112T043139_20200112T043718_T46RBR
198,81.478,81.478,155.376916549,54.2039094744,20200112T043139_20200112T043718_T46RBS
199,83.1997,83.1997,155.556036104,55.0539967831,20200112T043139_20200112T043718_T46RBT
200,87.3833,87.3833,155.724770754,55.9055247578,20200112T043139_20200112T043718_T46RBU
201,4.782,4.782,156.05778787,52.1508394944,20200112T043139_20200112T043718_T46RCQ
202,23.3491,23.3491,156.258723771,53.0027175302,20200112T043139_20200112T043718_T46RCR
203,83.3977,83.3977,156.44903114,53.8555242942,20200112T043139_20200112T043718_T46RCS
204,90.2757,90.2757,156.629052459,54.7086543047,20200112T043139_20200112T043718_T46RCT
205,81.2521,81.2521,156.799272107,55.563094168,20200112T043139_20200112T043718_T46RCU
206,93.6026,93.6026,156.959962097,56.4182509277,20200112T043139_20200112T043718_T46RCV
207,0.0508,0.0508,157.140790457,51.8048274783,20200112T043139_20200112T043718_T46RDQ
208,22.1308,22.1308,157.341058307,52.6597829943,20200112T043139_20200112T043718_T46RDR
209,80.239,80.239,157.531297864,53.5155255422,20200112T043139_20200112T043718_T46RDS
210,76.6103,76.6103,157.711844653,54.371458395,20200112T043139_20200112T043718_T46RDT
211,74.7721,74.7721,157.883210588,55.228568356,20200112T043139_20200112T043718_T46RDU
212,0.0,0.0,158.235547146,51.4675731722,20200112T043139_20200112T043718_T46REQ
213,0.5362,0.5362,158.434731436,52.3253468569,20200112T043139_20200112T043718_T46RER
214,41.0164,41.0164,158.624509732,53.1837712722,20200112T043139_20200112T043718_T46RES
215,63.2709,63.2709,158.805189538,54.0422634545,20200112T043139_20200112T043718_T46RET
216,62.7631,62.7631,158.977353642,54.9017968806,20200112T043139_20200112T043718_T46REU
217,75.9365,75.9365,159.141233472,55.7618028742,20200112T043139_20200112T043718_T46REV
218,56.465,56.465,160.080476312,54.5832333583,20200112T043139_20200112T043718_T46RFU
219,58.6165,58.6165,160.245436941,55.44529304,20200112T043139_20200112T043718_T46RFV
220,88.2622,88.2622,160.403005145,56.3071429982,20200112T043139_20200112T043718_T46SFA
221,94.1102,94.1102,160.553676738,57.1697739173,20200112T043139_20200112T043718_T46SFB
222,41.0826,41.0826,154.65028931,54.3023653723,20200113T040119_20200113T040120_T47RLM
223,31.4562,31.4562,155.715749091,53.9364398086,20200113T040119_20200113T040120_T47RMM
224,48.7713,48.7713,155.912084252,54.7828555236,20200113T040119_20200113T040120_T47RMN
225,57.7988,57.7988,156.098668189,55.6306040347,20200113T040119_20200113T040120_T47RMP
226,31.3214,31.3214,156.275763181,56.4790990605,20200113T040119_20200113T040120_T47RMQ
227,48.0536,48.0536,156.989877492,54.4275609123,20200113T040119_20200113T040120_T47RNN
228,56.6993,56.6993,157.177986807,55.2779206691,20200113T040119_20200113T040120_T47RNP
229,0.0,0.0,154.07718976,52.4900056355,20200114T042121_20200114T042841_T46RDQ
230,4.025,4.025,154.305554862,53.3281435162,20200114T042121_20200114T042841_T46RDR
231,32.573,32.573,154.522913429,54.1673705329,20200114T042121_20200114T042841_T46RDS
232,0.1368,0.1368,155.142920588,52.1087274377,20200114T042121_20200114T042841_T46REQ
233,0.985,0.985,155.371621919,52.9500132202,20200114T042121_20200114T042841_T46RER
234,23.9893,23.9893,155.589876103,53.792238803,20200114T042121_20200114T042841_T46RES
235,51.5183,51.5183,155.79797096,54.634823685,20200114T042121_20200114T042841_T46RET
236,52.0278,52.0278,155.996576301,55.4786972565,20200114T042121_20200114T042841_T46REU
237,75.4932,75.4932,156.18587239,56.3233058189,20200114T042121_20200114T042841_T46REV
238,1.5631,1.5631,156.448681218,52.5803026147,20200114T042121_20200114T042841_T46RFR
239,7.2578,7.2578,156.667410255,53.4252912968,20200114T042121_20200114T042841_T46RFS
240,29.5118,29.5118,156.876535439,54.2705076904,20200114T042121_20200114T042841_T46RFT
241,51.3715,51.3715,157.076774707,55.1168768804,20200114T042121_20200114T042841_T46RFU
242,62.6234,62.6234,157.268291561,55.9638550936,20200114T042121_20200114T042841_T46RFV
243,0.0342,0.0342,157.535576675,52.2195129876,20200114T042121_20200114T042841_T46RGR
244,4.4858,4.4858,157.754334902,53.0670237686,20200114T042121_20200114T042841_T46RGS
245,26.1032,26.1032,157.964087053,53.914626642,20200114T042121_20200114T042841_T46RGT
246,59.2248,59.2248,158.165569776,54.7632521321,20200114T042121_20200114T042841_T46RGU
247,63.4321,63.4321,158.358941156,55.6123617461,20200114T042121_20200114T042841_T46RGV
248,87.1411,87.1411,157.451403742,56.81085126,20200114T042121_20200114T042841_T46SFA
249,88.4054,88.4054,157.626608852,57.6588427105,20200114T042121_20200114T042841_T46SFB
250,75.1225,75.1225,158.54455339,56.4613606072,20200114T042121_20200114T042841_T46SGA
251,11.5501,11.5501,158.722924472,52.7799955184,20200114T042121_20200114T042841_T47RKM
252,52.29,52.29,158.876922687,53.6464188961,20200114T042121_20200114T042841_T47RKN
253,73.5473,73.5473,159.021541216,54.5139821936,20200114T042121_20200114T042841_T47RKP
254,65.1969,65.1969,159.156883949,55.382144011,20200114T042121_20200114T042841_T47RKQ
255,55.8285,55.8285,160.272414429,55.0906654609,20200114T042121_20200114T042841_T47RLQ
256,67.1376,67.1376,159.283257037,56.2503054122,20200114T042121_20200114T042841_T47SKR
257,87.8955,87.8955,160.400015018,55.9612188181,20200114T042121_20200114T042841_T47SLR
258,88.4013,88.4013,156.539219818,53.2577642029,20200115T044129_20200115T044505_T45RYM
259,94.7012,94.7012,156.760415973,54.0987018737,20200115T044129_20200115T044505_T45RYN
260,88.0219,88.0219,156.972879238,54.9407814014,20200115T044129_20200115T044505_T45RYP
261,21.9369,21.9369,157.32319536,52.09477448,20200115T044129_20200115T044505_T46RBR
262,81.2685,81.2685,157.499902381,52.9552592163,20200115T044129_20200115T044505_T46RBS
263,89.1096,89.1096,157.666205681,53.8160244818,20200115T044129_20200115T044505_T46RBT
264,81.263,81.263,157.822595804,54.6780596813,20200115T044129_20200115T044505_T46RBU
265,78.6338,78.6338,157.969296969,55.5407873317,20200115T044129_20200115T044505_T46RBV
266,92.076,92.076,158.60742614,52.637977225,20200115T044129_20200115T044505_T46RCS
267,95.6476,95.6476,158.773410822,53.5016427403,20200115T044129_20200115T044505_T46RCT
268,88.5081,88.5081,158.930107843,54.3664564978,20200115T044129_20200115T044505_T46RCU
269,83.8843,83.8843,159.077781871,55.2318342612,20200115T044129_20200115T044505_T46RCV
270,17.4976,17.4976,154.717424142,53.6811929796,20200116T041119_20200116T041659_T46RGS
271,76.543,76.543,154.953850717,54.5114837737,20200116T041119_20200116T041659_T46RGT
272,57.6741,57.6741,155.18105696,55.3430572765,20200116T041119_20200116T041659_T46RGU
273,57.1988,57.1988,155.399266606,56.175354177,20200116T041119_20200116T041659_T46RGV
274,8.2234,8.2234,155.469156731,52.504590702,20200116T041119_20200116T041659_T47RKL
275,32.2444,32.2444,155.663326548,53.3556882013,20200116T041119_20200116T041659_T47RKM
276,79.5723,79.5723,155.846374551,54.2072790903,20200116T041119_20200116T041659_T47RKN
277,62.0347,62.0347,156.018951778,55.0602903676,20200116T041119_20200116T041659_T47RKP
278,56.8791,56.8791,156.181223391,55.9141625622,20200116T041119_20200116T041659_T47RKQ
279,20.4921,20.4921,156.560866239,52.1573384887,20200116T041119_20200116T041659_T47RLL
280,54.1501,54.1501,156.754879362,53.0116890355,20200116T041119_20200116T041659_T47RLM
281,61.4748,61.4748,156.938396911,53.866380213,20200116T041119_20200116T041659_T47RLN
282,54.0434,54.0434,157.112038776,54.7223620205,20200116T041119_20200116T041659_T47RLP
283,54.9676,54.9676,157.27598098,55.5790761867,20200116T041119_20200116T041659_T47RLQ
284,50.4148,50.4148,157.856797725,52.6763637036,20200116T041119_20200116T041659_T47RMM
285,36.837,36.837,158.040399872,53.5339060545,20200116T041119_20200116T041659_T47RMN
286,58.4271,58.4271,158.214733956,54.3926156361,20200116T041119_20200116T041659_T47RMP
287,52.2757,52.2757,158.3800152,55.2519264562,20200116T041119_20200116T041659_T47RMQ
288,27.5922,27.5922,159.327788571,54.0709170136,20200116T041119_20200116T041659_T47RNP
289,62.3391,62.3391,156.333420283,56.768315277,20200116T041119_20200116T041659_T47SKR
290,57.5676,57.5676,157.430469196,56.4359431713,20200116T041119_20200116T041659_T47SLR
291,68.4922,68.4922,157.575963179,57.2939414908,20200116T041119_20200116T041659_T47SLS
292,59.076,59.076,158.53648156,56.1112665932,20200116T041119_20200116T041659_T47SMR
293,79.8084,79.8084,158.684618122,56.9716175444,20200116T041119_20200116T041659_T47SMS
294,18.733,18.733,154.250558273,52.7208196224,20200117T043121_20200117T043313_T46RBR
295,82.5687,82.5687,154.456175499,53.5652958556,20200117T043121_20200117T043313_T46RBS
296,66.0651,66.0651,154.650353209,54.4103643791,20200117T043121_20200117T043313_T46RBT
297,91.3472,91.3472,154.833583152,55.2570023867,20200117T043121_20200117T043313_T46RBU
298,1.9623,1.9623,155.114939974,51.5092698104,20200117T043121_20200117T043313_T46RCQ
299,14.1946,14.1946,155.332231378,52.3560520136,20200117T043121_20200117T043313_T46RCR
300,84.737,84.737,155.53823885,53.2039088048,20200117T043121_20200117T043313_T46RCS
301,83.0798,83.0798,155.733384276,54.0522096165,20200117T043121_20200117T043313_T46RCT
302,83.4726,83.4726,155.918149465,54.9019455818,20200117T043121_20200117T043313_T46RCU
303,86.18,86.18,156.092860524,55.7525073308,20200117T043121_20200117T043313_T46RCV
304,2.7753,2.7753,156.208367751,51.1499353885,20200117T043121_20200117T043313_T46RDQ
305,51.8982,51.8982,156.42503708,52.000005979,20200117T043121_20200117T043313_T46RDR
306,90.4457,90.4457,156.631023071,52.8509990582,20200117T043121_20200117T043313_T46RDS
307,70.8694,70.8694,156.82672983,53.7022979562,20200117T043121_20200117T043313_T46RDT
308,69.6844,69.6844,157.012671266,54.5548923748,20200117T043121_20200117T043313_T46RDU
